date,VIX_index
2024/11/4,21.98
2024/11/5,20.49
2024/11/6,16.27
2024/11/7,15.2
2024/11/8,14.94
2024/11/11,14.97
2024/11/12,14.71
2024/11/13,14.02
2024/11/14,14.31
2024/11/15,16.14
2024/11/18,15.58
2024/11/19,16.35
2024/11/20,17.16
2024/11/21,16.87
2024/11/22,15.24
2024/11/25,14.6
2024/11/26,14.1
2024/11/27,14.1
2024/11/28,13.9
2024/11/29,13.51
2024/12/2,13.34
2024/12/3,13.3
2024/12/4,13.45
2024/12/5,13.54
2024/12/6,12.77
2024/12/9,14.19
2024/12/10,14.18
2024/12/11,13.58
2024/12/12,13.92
2024/12/13,13.81
2024/12/16,14.69
2024/12/17,15.87
2024/12/18,27.62
2024/12/19,24.09
2024/12/20,18.36
2024/12/23,16.78
2024/12/24,14.27
2024/12/25,
2024/12/26,14.73
2024/12/27,15.95
2024/12/30,17.4
2024/12/31,17.35
2025/1/1,
2025/1/2,17.93
2025/1/3,16.13
2025/1/6,16.04
2025/1/7,17.82
2025/1/8,17.7
2025/1/9,18.07
2025/1/10,19.54
2025/1/13,19.19
2025/1/14,18.71
2025/1/15,16.12
2025/1/16,16.6
2025/1/17,15.97
2025/1/20,15.81
2025/1/21,15.06
2025/1/22,15.1
2025/1/23,15.02
2025/1/24,14.85
2025/1/27,17.9
2025/1/28,16.41
2025/1/29,16.56
2025/1/30,15.84
2025/1/31,16.43
2025/2/3,18.62
2025/2/4,17.21
2025/2/5,15.77
2025/2/6,15.5
2025/2/7,16.54
2025/2/10,15.81
2025/2/11,16.02
2025/2/12,15.89
2025/2/13,15.1
2025/2/14,14.77
2025/2/17,15.37
2025/2/18,15.35
2025/2/19,15.27
2025/2/20,15.66
2025/2/21,18.21
2025/2/24,18.98
2025/2/25,19.43
2025/2/26,19.1
2025/2/27,21.13
2025/2/28,19.63
2025/3/3,22.78
2025/3/4,23.51
2025/3/5,21.93
2025/3/6,24.87
2025/3/7,23.37
2025/3/10,27.86
2025/3/11,26.92
2025/3/12,24.23
2025/3/13,24.66
2025/3/14,21.77
2025/3/17,20.51
2025/3/18,21.7
2025/3/19,19.9
2025/3/20,19.8
2025/3/21,19.28
2025/3/24,17.48
2025/3/25,17.15
2025/3/26,18.33
2025/3/27,18.69
2025/3/28,21.65
2025/3/31,22.28
2025/4/1,21.77
2025/4/2,21.51
2025/4/3,30.02
2025/4/4,45.31
2025/4/7,46.98
2025/4/8,52.33
2025/4/9,33.62
2025/4/10,40.72
2025/4/11,37.56
2025/4/14,30.89
2025/4/15,30.12
2025/4/16,32.64
2025/4/17,29.65
2025/4/18,
2025/4/21,33.82
2025/4/22,30.57
2025/4/23,28.45
2025/4/24,26.47
2025/4/25,24.84
2025/4/28,25.15
2025/4/29,24.17
2025/4/30,24.7
2025/5/1,24.6
2025/5/2,22.68
2025/5/5,23.64
2025/5/6,24.76
2025/5/7,23.55
2025/5/8,22.48
2025/5/9,21.9
2025/5/12,18.39
2025/5/13,18.22
2025/5/14,18.62
2025/5/15,17.83
2025/5/16,17.24
2025/5/19,18.14
2025/5/20,18.09
2025/5/21,20.87
2025/5/22,20.28
2025/5/23,22.29
2025/5/26,20.57
2025/5/27,18.96
2025/5/28,19.31
2025/5/29,19.18
2025/5/30,18.57
2025/6/2,18.36
2025/6/3,17.69
2025/6/4,17.61
2025/6/5,18.48
2025/6/6,16.77
2025/6/9,17.16
2025/6/10,16.95
2025/6/11,17.26
2025/6/12,18.02
2025/6/13,20.82
2025/6/16,19.11
2025/6/17,21.6
2025/6/18,20.14
2025/6/19,22.17
2025/6/20,20.62
2025/6/23,19.83
2025/6/24,17.48
2025/6/25,16.76
2025/6/26,16.59
2025/6/27,16.32
2025/6/30,16.73
2025/7/1,16.83
2025/7/2,16.64
2025/7/3,16.38
2025/7/4,17.48
2025/7/7,17.79
2025/7/8,16.81
2025/7/9,15.94
2025/7/10,15.78
2025/7/11,16.4
2025/7/14,17.2
2025/7/15,17.38
2025/7/16,17.16
2025/7/17,16.52
2025/7/18,16.41
2025/7/21,16.65
2025/7/22,16.5
2025/7/23,15.37
2025/7/24,15.39
2025/7/25,14.93
2025/7/28,15.03
2025/7/29,15.98
2025/7/30,15.48
2025/7/31,16.72
2025/8/1,20.38
2025/8/4,17.52
2025/8/5,17.85
2025/8/6,16.77
2025/8/7,16.57
2025/8/8,15.15
2025/8/11,16.25
2025/8/12,14.73
2025/8/13,14.49
2025/8/14,14.83
2025/8/15,15.09
2025/8/18,14.99
2025/8/19,15.57
2025/8/20,15.69
2025/8/21,16.6
2025/8/22,14.22
2025/8/25,14.79
2025/8/26,14.62
2025/8/27,14.85
2025/8/28,14.43
2025/8/29,15.36
2025/9/1,16.12
2025/9/2,17.17
2025/9/3,16.35
2025/9/4,15.3
2025/9/5,15.18
2025/9/8,15.11
2025/9/9,15.04
2025/9/10,15.35
2025/9/11,14.71
2025/9/12,14.76
2025/9/15,15.69
2025/9/16,16.36
2025/9/17,15.72
2025/9/18,15.7
2025/9/19,15.45
2025/9/22,16.1
2025/9/23,16.64
2025/9/24,16.18
2025/9/25,16.74
2025/9/26,15.29
2025/9/29,16.12
2025/9/30,16.28
2025/10/1,16.29
2025/10/2,16.63
2025/10/3,16.65
2025/10/6,16.37
2025/10/7,17.24
2025/10/8,16.3
2025/10/9,16.43
2025/10/10,21.66
2025/10/13,19.03
2025/10/14,20.81
2025/10/15,20.64
2025/10/16,25.31
2025/10/17,20.78
2025/10/20,18.23
2025/10/21,17.87
2025/10/22,18.6
2025/10/23,17.3
2025/10/24,16.37
2025/10/27,15.79
2025/10/28,16.42
2025/10/29,16.92
2025/10/30,16.91
2025/10/31,17.44
2025/11/3,17.17
2025/11/4,19
2025/11/5,18.01
2025/11/6,19.5
2025/11/7,19.08
2025/11/10,17.6
2025/11/11,17.28
2025/11/12,17.51
2025/11/13,20
2025/11/14,19.83
2025/11/17,22.38
2025/11/18,24.69
2025/11/19,23.66
2025/11/20,26.42
2025/11/21,23.43
2025/11/24,20.52
2025/11/25,18.56
2025/11/26,17.19
2025/11/27,17.21
2025/11/28,16.35
2025/12/1,17.24
2025/12/2,16.59
2025/12/3,16.08
2025/12/4,15.78
2025/12/5,15.41
2025/12/8,16.66
2025/12/9,16.93
2025/12/10,15.77
2025/12/11,14.85
2025/12/12,15.74
2025/12/15,16.5
2025/12/16,16.48
2025/12/17,17.62
2025/12/18,16.87
2025/12/19,14.91
2025/12/22,14.08
2025/12/23,14
2025/12/24,13.47
2025/12/25,
2025/12/26,13.6
2025/12/29,14.2
2025/12/30,14.33
2025/12/31,14.95
